permalink,name,category_list,status,country_code,founded_at,company_permalink,funding_round_type,funded_at,raised_amount_usd,main_sector
paymetric,Paymetric,Payments,operating,USA,01-01-1998,paymetric,venture,08-08-2009,8000000.0,"Social, Finance, Analytics, Advertising"
paynearme,PayNearMe,E-Commerce,operating,USA,01-03-2009,paynearme,venture,06-04-2015,14699988.0,Others
paynearme,PayNearMe,E-Commerce,operating,USA,01-03-2009,paynearme,venture,08-02-2013,12100000.0,Others
payoff-com,Payoff,Finance Technology,operating,USA,01-01-2009,payoff-com,venture,03-12-2013,7000000.0,"Social, Finance, Analytics, Advertising"
payoff-com,Payoff,Finance Technology,operating,USA,01-01-2009,payoff-com,venture,22-10-2014,12000000.0,"Social, Finance, Analytics, Advertising"
payoneer,Payoneer,E-Commerce,operating,USA,01-04-2005,payoneer,venture,24-07-2008,8000000.0,Others
payrange,PayRange,Mobile Payments,operating,USA,18-04-2013,payrange,venture,24-06-2015,12000000.0,"Social, Finance, Analytics, Advertising"
payscale,PayScale,Databases,acquired,USA,01-01-2002,payscale,venture,05-07-2011,7000000.0,"Social, Finance, Analytics, Advertising"
payscale,PayScale,Databases,acquired,USA,01-01-2002,payscale,venture,01-07-2007,10300000.0,"Social, Finance, Analytics, Advertising"
payscale,PayScale,Databases,acquired,USA,01-01-2002,payscale,venture,01-10-2005,7000000.0,"Social, Finance, Analytics, Advertising"
payveris,Payveris,Finance,operating,USA,01-01-2011,payveris,venture,02-07-2013,5200000.0,"Social, Finance, Analytics, Advertising"
payvment,Payvment,Developer APIs,acquired,USA,01-08-2009,payvment,venture,30-11-2010,6000000.0,"Social, Finance, Analytics, Advertising"
payward,Kraken Bitcoin Exchange,Bitcoin,operating,USA,01-07-2011,payward,venture,25-03-2014,5000000.0,Cleantech / Semiconductors
pcc-technology-group,PCC Technology Group,Software,operating,USA,,pcc-technology-group,venture,12-06-2014,5500000.0,Others
pcn-technology,PCN Technology,Web Hosting,operating,USA,01-01-2004,pcn-technology,venture,25-09-2012,5250000.0,Others
peach-labs,Peach,Delivery,operating,USA,20-06-2014,peach-labs,venture,18-08-2015,8000000.0,"News, Search and Messaging"
peak-2,Peak 10,Business Services,acquired,USA,01-01-2000,peak-2,venture,05-04-2002,9200000.0,"Social, Finance, Analytics, Advertising"
peak-surgical,PEAK Surgical,Health Care,acquired,USA,,peak-surgical,venture,18-09-2006,8000000.0,Health
peak8-partners,Peak8 Partners,Software,operating,USA,01-01-2004,peak8-partners,venture,22-02-2008,5000000.0,Others
peakstream,PeakStream,Software,acquired,USA,01-01-2005,peakstream,venture,01-05-2005,5000000.0,Others
pear-sports,PEAR SPORTS,Health and Wellness,operating,USA,,pear-sports,venture,05-05-2014,5000000.0,Health
pearl-systems,Brightpearl,Accounting,operating,USA,01-01-2007,pearl-systems,venture,21-05-2013,8000000.0,"Social, Finance, Analytics, Advertising"
pearl-systems,Brightpearl,Accounting,operating,USA,01-01-2007,pearl-systems,venture,25-05-2011,5000000.0,"Social, Finance, Analytics, Advertising"
pearl-systems,Brightpearl,Accounting,operating,USA,01-01-2007,pearl-systems,venture,28-04-2014,10000000.0,"Social, Finance, Analytics, Advertising"
pearl-therapeutics,Pearl Therapeutics,Biotechnology,acquired,USA,01-01-2006,pearl-therapeutics,venture,05-03-2010,15000000.0,Cleantech / Semiconductors
peatix,Peatix,E-Commerce,operating,USA,01-05-2011,peatix,venture,16-03-2015,5000000.0,Others
peaxy-inc,"Peaxy, Inc.",Data Integration,operating,USA,31-03-2012,peaxy-inc,venture,30-09-2015,15000000.0,"Social, Finance, Analytics, Advertising"
pebble,Pebble,Hardware + Software,operating,USA,01-01-2009,pebble,venture,16-05-2013,15000000.0,Manufacturing
peek-com,Peek,Curated Web,operating,USA,01-01-2012,peek-com,venture,04-11-2013,5000000.0,"News, Search and Messaging"
peek-kids,Peek Kids,E-Commerce,operating,USA,01-01-2006,peek-kids,venture,07-04-2009,5000000.0,Others
peer39,Peer39,Advertising,acquired,USA,01-03-2006,peer39,venture,27-05-2009,10500000.0,"Social, Finance, Analytics, Advertising"
peer39,Peer39,Advertising,acquired,USA,01-03-2006,peer39,venture,01-09-2007,8200000.0,"Social, Finance, Analytics, Advertising"
peer39,Peer39,Advertising,acquired,USA,01-03-2006,peer39,venture,19-05-2011,5200000.0,"Social, Finance, Analytics, Advertising"
peerapp,PeerApp,Internet Service Providers,operating,USA,01-01-2004,peerapp,venture,20-09-2011,8000000.0,"News, Search and Messaging"
peerapp,PeerApp,Internet Service Providers,operating,USA,01-01-2004,peerapp,venture,11-11-2008,8000000.0,"News, Search and Messaging"
peerflix,Peerflix,Advertising,acquired,USA,,peerflix,venture,01-10-2005,8000000.0,"Social, Finance, Analytics, Advertising"
peerless-network,Peerless Network,Web Hosting,operating,USA,01-01-2008,peerless-network,venture,12-05-2009,10065701.0,Others
peernova,PeerNova,Big Data,operating,USA,01-01-2014,peernova,venture,01-04-2015,5000000.0,"Social, Finance, Analytics, Advertising"
peernova,PeerNova,Big Data,operating,USA,01-01-2014,peernova,venture,17-12-2014,8600000.0,"Social, Finance, Analytics, Advertising"
peernova,PeerNova,Big Data,operating,USA,01-01-2014,peernova,venture,24-09-2015,5988164.0,"Social, Finance, Analytics, Advertising"
peerspace,Peerspace,Business Services,operating,USA,01-10-2013,peerspace,venture,10-11-2015,5000000.0,"Social, Finance, Analytics, Advertising"
peertransfer,Flywire,Finance,operating,USA,31-07-2009,peertransfer,venture,15-08-2011,7500000.0,"Social, Finance, Analytics, Advertising"
peertransfer,Flywire,Finance,operating,USA,31-07-2009,peertransfer,venture,25-06-2013,6400000.0,"Social, Finance, Analytics, Advertising"
peertransfer,Flywire,Finance,operating,USA,31-07-2009,peertransfer,venture,01-01-2014,6200000.0,"Social, Finance, Analytics, Advertising"
peg-bandwidth,Peg Bandwidth,Mobile,operating,USA,01-01-2009,peg-bandwidth,venture,22-03-2010,15000000.0,"News, Search and Messaging"
pegged-software,Pegged Software,Human Resources,operating,USA,01-01-2009,pegged-software,venture,13-01-2015,7500000.0,Others
pelago,Pelago,Gps,acquired,USA,01-12-2005,pelago,venture,27-05-2008,15000000.0,"News, Search and Messaging"
pelago,Pelago,Gps,acquired,USA,01-12-2005,pelago,venture,01-11-2006,7400000.0,"News, Search and Messaging"
pelican-imaging,Pelican Imaging,Software,operating,USA,01-01-2008,pelican-imaging,venture,11-08-2009,7000000.0,Others
pelican-imaging,Pelican Imaging,Software,operating,USA,01-01-2008,pelican-imaging,venture,26-10-2010,10000000.0,Others
peloton-interactive,Peloton,Android,operating,USA,15-02-2012,peloton-interactive,venture,25-04-2014,10500000.0,"Social, Finance, Analytics, Advertising"
pendleton-woolen-mills,Pendleton Woolen Mills,Manufacturing,operating,USA,1863-01-01,pendleton-woolen-mills,venture,07-07-2009,5000000.0,Manufacturing
pendo-io,Pendo,Analytics,operating,USA,01-01-2013,pendo-io,venture,28-10-2015,11000000.0,"Social, Finance, Analytics, Advertising"
penguin-computing,Penguin Computing,Software,acquired,USA,01-01-1998,penguin-computing,venture,29-03-2007,9000000.0,Others
penny-auction-solutions,Penny Auction Solutions,E-Commerce,operating,USA,,penny-auction-solutions,venture,16-09-2010,10000000.0,Others
pentadyne-power-corporation,Pentadyne Power Corporation,Clean Energy,operating,USA,,pentadyne-power-corporation,venture,18-09-2007,14000000.0,Cleantech / Semiconductors
pentaho,Pentaho,Analytics,acquired,USA,08-10-2004,pentaho,venture,29-03-2010,6995394.0,"Social, Finance, Analytics, Advertising"
pentaho,Pentaho,Analytics,acquired,USA,08-10-2004,pentaho,venture,08-12-2005,13000000.0,"Social, Finance, Analytics, Advertising"
pentaho,Pentaho,Analytics,acquired,USA,08-10-2004,pentaho,venture,20-10-2011,5000000.0,"Social, Finance, Analytics, Advertising"
penthera-partners,Penthera Partners,Mobile,operating,USA,01-01-2007,penthera-partners,venture,06-01-2006,6600000.0,"News, Search and Messaging"
peoplematter,PeopleMatter,Enterprise Software,operating,USA,01-09-2009,peoplematter,venture,26-02-2012,14000000.0,Others
peoplematter,PeopleMatter,Enterprise Software,operating,USA,01-09-2009,peoplematter,venture,03-05-2011,7200000.0,Others
peoplematter,PeopleMatter,Enterprise Software,operating,USA,01-09-2009,peoplematter,venture,08-02-2010,7200000.0,Others
pepgen-corporation,Pepgen Corporation,Bio-Pharm,operating,USA,,pepgen-corporation,venture,04-08-2004,7500000.0,Cleantech / Semiconductors
peppercoin,Peppercoin,Software,acquired,USA,01-01-2001,peppercoin,venture,04-11-2005,10000000.0,Others
pepperdata,Pepperdata,Real Time,operating,USA,14-05-2012,pepperdata,venture,16-04-2015,15000000.0,Others
pepperdata,Pepperdata,Real Time,operating,USA,14-05-2012,pepperdata,venture,29-04-2014,5000000.0,Others
pepperweed-consulting,Pepperweed Consulting,Consulting,operating,USA,01-01-2009,pepperweed-consulting,venture,27-12-2010,7279926.0,"Social, Finance, Analytics, Advertising"
peptimmune,Peptimmune,Biotechnology,acquired,USA,,peptimmune,venture,17-07-2008,8900000.0,Cleantech / Semiconductors
percardia-inc,Percardia,Medical Devices,operating,USA,,percardia-inc,venture,07-11-2003,12900000.0,Health
perceptimed,PerceptiMed,Health Care,operating,USA,01-01-2011,perceptimed,venture,27-03-2015,5352237.0,Health
perceptis,Perceptis,BPO Services,acquired,USA,01-05-2004,perceptis,venture,09-09-2010,6000000.0,"Social, Finance, Analytics, Advertising"
percolate,Percolate,Brand Marketing,operating,USA,01-01-2011,percolate,venture,14-11-2012,9000000.0,"Social, Finance, Analytics, Advertising"
percutaneous-valve-technologies-pvt,Percutaneous Valve Technologies (PVT),Health Care Information Technology,acquired,USA,01-01-1999,percutaneous-valve-technologies-pvt,venture,01-01-2001,5500000.0,Health
percutaneous-valve-technologies-pvt,Percutaneous Valve Technologies (PVT),Health Care Information Technology,acquired,USA,01-01-1999,percutaneous-valve-technologies-pvt,venture,01-01-2003,14000000.0,Health
perfect-market,Perfect Market,Advertising,acquired,USA,01-01-2007,perfect-market,venture,01-03-2010,6000000.0,"Social, Finance, Analytics, Advertising"
perfect-market,Perfect Market,Advertising,acquired,USA,01-01-2007,perfect-market,venture,18-01-2011,9000000.0,"Social, Finance, Analytics, Advertising"
perfecto-mobile,Perfecto Mobile,Application Performance Monitoring,operating,USA,01-01-2006,perfecto-mobile,venture,14-09-2009,7000000.0,"News, Search and Messaging"
perfecto-mobile,Perfecto Mobile,Application Performance Monitoring,operating,USA,01-01-2006,perfecto-mobile,venture,16-10-2012,15000000.0,"News, Search and Messaging"
perfectserve,PerfectServe,Health and Wellness,operating,USA,01-01-1997,perfectserve,venture,02-02-2012,10900000.0,Health
perficient,Perficient,Consulting,ipo,USA,01-01-1998,perficient,venture,09-04-2014,6149845.0,"Social, Finance, Analytics, Advertising"
performance-indicator,Performance Indicator,Biotechnology,operating,USA,01-01-1997,performance-indicator,venture,06-11-2015,6500000.0,Cleantech / Semiconductors
performaworks,Performaworks,Software,acquired,USA,01-01-1999,performaworks,venture,24-06-2003,13000000.0,Others
performix-technologies,Performix Technologies,Computers,operating,USA,,performix-technologies,venture,19-04-2004,10000000.0,Manufacturing
performix-technologies,Performix Technologies,Computers,operating,USA,,performix-technologies,venture,04-02-2002,10700000.0,Manufacturing
peribit-networks,Peribit Networks,Networking,operating,USA,01-01-2000,peribit-networks,venture,20-10-2003,10040000.0,Others
perigen,PeriGen,Health Care,operating,USA,01-01-1995,perigen,venture,11-01-2010,5000000.0,Health
perigen,PeriGen,Health Care,operating,USA,01-01-1995,perigen,venture,04-04-2013,6400000.0,Health
periphagen,PeriphaGen,Biotechnology,operating,USA,01-01-2005,periphagen,venture,01-04-2014,6500000.0,Cleantech / Semiconductors
periscope-inc,Periscope Data,Analytics,operating,USA,01-01-2012,periscope-inc,venture,22-10-2015,9500000.0,"Social, Finance, Analytics, Advertising"
perkstreet-financial,PerkStreet Financial CLOSED,Banking,operating,USA,01-01-2008,perkstreet-financial,venture,01-01-2009,6000000.0,"Social, Finance, Analytics, Advertising"
perkstreet-financial,PerkStreet Financial CLOSED,Banking,operating,USA,01-01-2008,perkstreet-financial,venture,11-05-2011,9000000.0,"Social, Finance, Analytics, Advertising"
permabit,Permabit Technology Corporation,Software,operating,USA,01-01-2000,permabit,venture,30-08-2005,12000000.0,Others
permeo,Permeo Technologies,Information Services,acquired,USA,01-01-2001,permeo,venture,02-06-2003,12000000.0,"Social, Finance, Analytics, Advertising"
perminova,Perminova,Cloud Computing,operating,USA,,perminova,venture,08-11-2011,7000000.0,"News, Search and Messaging"
pernixdata,PernixData,Enterprise Software,operating,USA,01-01-2012,pernixdata,venture,01-01-2012,7000000.0,Others
persado,Persado,Advertising,operating,USA,12-12-2012,persado,venture,13-02-2013,15000000.0,"Social, Finance, Analytics, Advertising"
persimmon-technologies,Persimmon Technologies,Hardware + Software,operating,USA,01-01-2010,persimmon-technologies,venture,29-05-2015,8936477.0,Manufacturing
persimmon-technologies,Persimmon Technologies,Hardware + Software,operating,USA,01-01-2010,persimmon-technologies,venture,11-03-2014,14000000.0,Manufacturing
personal,Personal,Mobile,operating,USA,01-07-2009,personal,venture,07-01-2011,7600000.0,"News, Search and Messaging"
personal-blackbox,Personal Blackbox,Databases,operating,USA,26-06-2009,personal-blackbox,venture,06-05-2015,5020964.0,"Social, Finance, Analytics, Advertising"
personal-capital,Personal Capital,Finance,operating,USA,01-07-2009,personal-capital,venture,26-08-2011,15000000.0,"Social, Finance, Analytics, Advertising"
personal-capital,Personal Capital,Finance,operating,USA,01-07-2009,personal-capital,venture,25-06-2010,10000000.0,"Social, Finance, Analytics, Advertising"
personeta,Personeta,Messaging,operating,USA,01-01-1999,personeta,venture,09-12-2004,9000000.0,"News, Search and Messaging"
personeta,Personeta,Messaging,operating,USA,01-01-1999,personeta,venture,05-12-2005,12000000.0,"News, Search and Messaging"
personetics-technologies,Personetics Technologies,Finance,operating,USA,01-01-2010,personetics-technologies,venture,18-06-2013,11500000.0,"Social, Finance, Analytics, Advertising"
personetics-technologies,Personetics Technologies,Finance,operating,USA,01-01-2010,personetics-technologies,venture,25-05-2011,6500000.0,"Social, Finance, Analytics, Advertising"
persystent-technology,Persystent Technologies,Software,acquired,USA,01-01-2002,persystent-technology,venture,08-08-2005,7000000.0,Others
persystent-technology,Persystent Technologies,Software,acquired,USA,01-01-2002,persystent-technology,venture,17-04-2008,11600000.0,Others
pertino,Pertino,Cloud Infrastructure,operating,USA,01-09-2011,pertino,venture,03-04-2012,8850000.0,"News, Search and Messaging"
pesco-beam-environmental-solutions,Pesco-Beam Environmental Solutions,Clean Technology,operating,USA,,pesco-beam-environmental-solutions,venture,21-11-2007,8000000.0,Cleantech / Semiconductors
pet-holdings-inc,Cheezburger,News,operating,USA,27-09-2007,pet-holdings-inc,venture,29-12-2012,5000000.0,"News, Search and Messaging"
pet-s-choice,Pet's Choice,Hospitality,operating,USA,,pet-s-choice,venture,25-10-2002,5000000.0,Others
petflow,Petflow,Pets,operating,USA,01-01-2010,petflow,venture,09-11-2010,5000000.0,Health
petflow,Petflow,Pets,operating,USA,01-01-2010,petflow,venture,06-07-2011,10000000.0,Health
pets-com-2,Pets.com,E-Commerce,operating,USA,,pets-com-2,venture,10-12-1999,15000000.0,Others
pfsweb,PFSweb,Business Services,ipo,USA,01-01-1999,pfsweb,venture,28-05-2010,8000000.0,"Social, Finance, Analytics, Advertising"
pga-tour-superstore,PGA TOUR Superstore,Sports,operating,USA,01-01-2003,pga-tour-superstore,venture,09-05-2011,9000000.0,Automotive & Sports
pgp-corporation,PGP Corporation,Software,acquired,USA,01-01-1996,pgp-corporation,venture,01-08-2002,14000000.0,Others
pgp-corporation,PGP Corporation,Software,acquired,USA,01-01-1996,pgp-corporation,venture,07-12-2005,10000000.0,Others
pgp-corporation,PGP Corporation,Software,acquired,USA,01-01-1996,pgp-corporation,venture,10-02-2010,13750012.0,Others
pgp-trustcenter,PGP TrustCenter,Security,acquired,USA,01-01-1997,pgp-trustcenter,venture,29-05-2007,8500000.0,Others
phantom-cyber,Phantom Cyber,Cyber Security,operating,USA,01-01-2014,phantom-cyber,venture,28-09-2015,6500000.0,"Social, Finance, Analytics, Advertising"
pharmaca,Pharmaca,Biotechnology,operating,USA,01-06-2000,pharmaca,venture,13-05-2005,7500000.0,Cleantech / Semiconductors
pharmaca,Pharmaca,Biotechnology,operating,USA,01-06-2000,pharmaca,venture,09-03-2009,6138778.0,Cleantech / Semiconductors
pharmaca,Pharmaca,Biotechnology,operating,USA,01-06-2000,pharmaca,venture,13-08-2009,6555000.0,Cleantech / Semiconductors
pharmacopeia,Pharmacopeia,Biotechnology,acquired,USA,01-01-1993,pharmacopeia,venture,27-07-2005,7630000.0,Cleantech / Semiconductors
pharmajet,PHARMAJET,Biotechnology,operating,USA,01-01-2005,pharmajet,venture,30-03-2010,9141724.0,Cleantech / Semiconductors
pharmajet,PHARMAJET,Biotechnology,operating,USA,01-01-2005,pharmajet,venture,02-07-2013,5210601.0,Cleantech / Semiconductors
pharmakea-therapeutics,PharmAkea Therapeutics,Biotechnology,operating,USA,01-01-2012,pharmakea-therapeutics,venture,07-10-2013,10000000.0,Cleantech / Semiconductors
pharmmd,PharmMD,Health and Wellness,operating,USA,01-01-2006,pharmmd,venture,11-12-2009,8800000.0,Health
phasebio-pharmaceuticals,PhaseBio Pharmaceuticals,Biotechnology,operating,USA,01-01-2002,phasebio-pharmaceuticals,venture,24-10-2007,6600000.0,Cleantech / Semiconductors
phenom-people,Phenom People,Information Technology,operating,USA,22-09-2010,phenom-people,venture,20-10-2015,6000000.0,"Social, Finance, Analytics, Advertising"
phillips---temro-industries,Phillips & Temro Industries,Design,acquired,USA,,phillips---temro-industries,venture,15-11-2002,5000000.0,Automotive & Sports
philo,Philo,Curated Web,operating,USA,01-01-2010,philo,venture,10-07-2013,6300000.0,"News, Search and Messaging"
philo,Philo,Curated Web,operating,USA,01-01-2010,philo,venture,15-06-2015,10000000.0,"News, Search and Messaging"
philz-coffee,Philz Coffee,Coffee,operating,USA,01-01-2003,philz-coffee,venture,02-05-2013,15000000.0,Entertainment
philz-coffee,Philz Coffee,Coffee,operating,USA,01-01-2003,philz-coffee,venture,18-02-2015,15000000.0,Entertainment
phishlabs,PhishLabs,Security,operating,USA,01-10-2008,phishlabs,venture,25-11-2015,7000000.0,Others
phishme,PhishMe,Cyber Security,operating,USA,01-01-2011,phishme,venture,26-03-2015,13000000.0,"Social, Finance, Analytics, Advertising"
phloronol,Phloronol,Biotechnology,operating,USA,01-01-2010,phloronol,venture,27-11-2010,8160000.0,Cleantech / Semiconductors
phoenix-energy-technologies,Phoenix Energy Technologies,Software,operating,USA,01-01-2004,phoenix-energy-technologies,venture,30-04-2012,5000000.0,Others
phone-halo,TrackR,Android,operating,USA,01-01-2009,phone-halo,venture,06-10-2015,8700000.0,"Social, Finance, Analytics, Advertising"
phononic-devices,Phononic Devices,Hardware + Software,operating,USA,01-01-2008,phononic-devices,venture,23-02-2011,10000000.0,Manufacturing
phoseon-technology,Phoseon Technology,Semiconductors,operating,USA,01-01-2002,phoseon-technology,venture,21-03-2005,6400000.0,Cleantech / Semiconductors
photobucket,Photobucket,Curated Web,acquired,USA,01-06-2003,photobucket,venture,01-05-2006,10500000.0,"News, Search and Messaging"
photobucket,Photobucket,Curated Web,acquired,USA,01-06-2003,photobucket,venture,25-05-2008,10000000.0,"News, Search and Messaging"
photoworks,PhotoWorks,Curated Web,acquired,USA,,photoworks,venture,22-12-2004,6500000.0,"News, Search and Messaging"
php-fog,AppFog,Apps,acquired,USA,01-08-2010,php-fog,venture,10-08-2011,8000000.0,"News, Search and Messaging"
phreesia,Phreesia,Electronic Health Records,operating,USA,01-02-2005,phreesia,venture,17-09-2007,10250000.0,Health
phreesia,Phreesia,Electronic Health Records,operating,USA,01-02-2005,phreesia,venture,18-02-2009,11600000.0,Health
phunware,Phunware,Android,operating,USA,23-02-2009,phunware,venture,01-05-2013,8380000.0,"Social, Finance, Analytics, Advertising"
phurnace-software,Phurnace Software,Software,acquired,USA,01-01-2007,phurnace-software,venture,11-09-2007,5000000.0,Others
phurnace-software,Phurnace Software,Software,acquired,USA,01-01-2007,phurnace-software,venture,01-07-2008,5000000.0,Others
phylogix-inc,Phylogix Inc.,Biotechnology,operating,USA,,phylogix-inc,venture,10-03-2004,12000000.0,Cleantech / Semiconductors
physware,Nimbic,Enterprise Software,acquired,USA,01-01-2006,physware,venture,02-06-2011,6900000.0,Others
phytel,Phytel,Software,operating,USA,01-01-1996,phytel,venture,20-08-2013,5000000.0,Others
phytel,Phytel,Software,operating,USA,01-01-1996,phytel,venture,09-01-2010,14200000.0,Others
phytomedics,Phytomedics,Biotechnology,operating,USA,01-01-1996,phytomedics,venture,11-06-2007,9000000.0,Cleantech / Semiconductors
phytomedics,Phytomedics,Biotechnology,operating,USA,01-01-1996,phytomedics,venture,20-01-2004,7500000.0,Cleantech / Semiconductors
pi-coral,Pi-Coral,Technology,operating,USA,01-01-2012,pi-coral,venture,24-07-2015,13684700.0,Others
pi-corporation,PI Corporation,Enterprise Software,acquired,USA,01-01-2003,pi-corporation,venture,27-07-2006,9400000.0,Others
piazzza,Piazza,Education,operating,USA,01-01-2009,piazzza,venture,24-02-2014,8000000.0,Others
piazzza,Piazza,Education,operating,USA,01-01-2009,piazzza,venture,06-01-2012,6000000.0,Others
pica8,Pica8,Software,operating,USA,,pica8,venture,10-12-2012,6600000.0,Others
pica8,Pica8,Software,operating,USA,,pica8,venture,01-10-2014,12500000.0,Others
picarro,Picarro,Clean Technology,operating,USA,01-01-1998,picarro,venture,25-07-2012,7000000.0,Cleantech / Semiconductors
picatcha,Picatcha,Software,operating,USA,,picatcha,venture,13-08-2015,8563477.0,Others
pickspal,PicksPal,Games,acquired,USA,,pickspal,venture,19-09-2006,6000000.0,Entertainment
picolight,Picolight,Web Hosting,acquired,USA,01-01-1995,picolight,venture,21-01-2004,10000000.0,Others
picolight,Picolight,Web Hosting,acquired,USA,01-01-1995,picolight,venture,21-07-2006,12000000.0,Others
picsart,PicsArt,Mobile,operating,USA,01-01-2011,picsart,venture,05-02-2015,10000000.0,"News, Search and Messaging"
picsart,PicsArt,Mobile,operating,USA,01-01-2011,picsart,venture,04-06-2015,15000000.0,"News, Search and Messaging"
piczo,Piczo,Social Media,acquired,USA,01-11-1990,piczo,venture,01-01-2007,11000000.0,"Social, Finance, Analytics, Advertising"
pied-piper,Pied Piper,Cloud Computing,operating,USA,01-02-2014,pied-piper,venture,27-04-2015,5000000.0,"News, Search and Messaging"
piedmont-bancorp,Piedmont Bancorp,Finance,operating,USA,,piedmont-bancorp,venture,08-01-2013,8310000.0,"Social, Finance, Analytics, Advertising"
piedmont-pharmaceuticals,Piedmont Pharmaceuticals,Biotechnology,operating,USA,,piedmont-pharmaceuticals,venture,12-11-2007,8500000.0,Cleantech / Semiconductors
piedmont-pharmaceuticals,Piedmont Pharmaceuticals,Biotechnology,operating,USA,,piedmont-pharmaceuticals,venture,09-04-2009,5000000.0,Cleantech / Semiconductors
pillpack,PillPack,Finance,operating,USA,31-01-2013,pillpack,venture,09-10-2014,8750000.0,"Social, Finance, Analytics, Advertising"
pinc-solutions,PINC Solutions,Public Transportation,operating,USA,01-01-2004,pinc-solutions,venture,01-09-2015,12672197.0,Health
pinc-solutions,PINC Solutions,Public Transportation,operating,USA,01-01-2004,pinc-solutions,venture,11-06-2010,5585095.0,Health
pindrop-security,Pindrop,Audio,operating,USA,01-01-2011,pindrop-security,venture,19-06-2013,11000000.0,Entertainment
ping-identity-corporation,Ping Identity Corporation,Identity,operating,USA,01-01-2002,ping-identity-corporation,venture,11-05-2005,7500000.0,Others
ping-identity-corporation,Ping Identity Corporation,Identity,operating,USA,01-01-2002,ping-identity-corporation,venture,13-04-2004,5800000.0,Others
ping-identity-corporation,Ping Identity Corporation,Identity,operating,USA,01-01-2002,ping-identity-corporation,venture,11-10-2006,13000000.0,Others
pinger,Pinger,Messaging,operating,USA,01-11-2006,pinger,venture,01-12-2006,8000000.0,"News, Search and Messaging"
pinger,Pinger,Messaging,operating,USA,01-11-2006,pinger,venture,23-02-2012,7500000.0,"News, Search and Messaging"
pinnacle-pharmaceuticals,Pinnacle Pharmaceuticals,Biotechnology,operating,USA,,pinnacle-pharmaceuticals,venture,27-07-2011,8015002.0,Cleantech / Semiconductors
pinnaclecare,PinnacleCare,Health and Wellness,operating,USA,01-01-2001,pinnaclecare,venture,03-05-2010,8176280.0,Health
pinoccio,Filament,Bitcoin,operating,USA,01-04-2012,pinoccio,venture,18-08-2015,5000000.0,Cleantech / Semiconductors
pinpointcare,PinpointCare,Health and Wellness,operating,USA,01-01-2009,pinpointcare,venture,29-09-2015,11000000.0,Health
pinta-biotherapeutics,Pinta Biotherapeutics*,Biotechnology,operating,USA,01-01-2012,pinta-biotherapeutics,venture,13-01-2014,6311156.0,Cleantech / Semiconductors
pintail-technologies,Pintail Technologies,Software,operating,USA,01-01-2000,pintail-technologies,venture,08-03-2005,7000000.0,Others
pinterest,Pinterest,Curated Web,operating,USA,01-01-2009,pinterest,venture,07-05-2011,10000000.0,"News, Search and Messaging"
pintex-pharmaceuticals,Pintex Pharmaceuticals,Pharmaceuticals,acquired,USA,01-05-2000,pintex-pharmaceuticals,venture,24-12-2002,7250000.0,Health
pinyon-technologies,Pinyon Technologies,Mobile,operating,USA,,pinyon-technologies,venture,31-07-2015,5049000.0,"News, Search and Messaging"
pionetics,Pionetics,Clean Technology,operating,USA,,pionetics,venture,10-02-2005,6400000.0,Cleantech / Semiconductors
pipeline-biomedical-holdings,Pipeline Biomedical Holdings,Biotechnology,acquired,USA,,pipeline-biomedical-holdings,venture,02-03-2013,8000000.0,Cleantech / Semiconductors
pipeline-micro,Pipeline Micro,Manufacturing,operating,USA,,pipeline-micro,venture,12-01-2009,7000000.0,Manufacturing
pipelinerx,PipelineRx,Biotechnology,operating,USA,08-09-2009,pipelinerx,venture,17-03-2014,5000000.0,Cleantech / Semiconductors
pipelinerx,PipelineRx,Biotechnology,operating,USA,08-09-2009,pipelinerx,venture,07-07-2015,9100000.0,Cleantech / Semiconductors
piqora,Piqora,Content Discovery,operating,USA,01-07-2012,piqora,venture,23-04-2014,7700000.0,Entertainment
piston-cloud-computing,"Piston Cloud Computing, Inc.",Cloud Computing,acquired,USA,01-01-2011,piston-cloud-computing,venture,21-04-2015,6400000.0,"News, Search and Messaging"
piston-cloud-computing,"Piston Cloud Computing, Inc.",Cloud Computing,acquired,USA,01-01-2011,piston-cloud-computing,venture,30-01-2014,6400000.0,"News, Search and Messaging"
piston-cloud-computing,"Piston Cloud Computing, Inc.",Cloud Computing,acquired,USA,01-01-2011,piston-cloud-computing,venture,04-02-2013,8000000.0,"News, Search and Messaging"
pivia-software-inc,Pivia Software Inc,Information Technology,operating,USA,,pivia-software-inc,venture,20-01-2004,9000000.0,"Social, Finance, Analytics, Advertising"
pivia-software-inc,Pivia Software Inc,Information Technology,operating,USA,,pivia-software-inc,venture,19-09-2001,11100000.0,"Social, Finance, Analytics, Advertising"
pivot,Pivot,Financial Services,acquired,USA,01-03-2004,pivot,venture,01-12-2004,5000000.0,"Social, Finance, Analytics, Advertising"
pivot,Pivot,Financial Services,acquired,USA,01-03-2004,pivot,venture,01-04-2006,8000000.0,"Social, Finance, Analytics, Advertising"
pivot-medical,Pivot Medical,Health Care,acquired,USA,,pivot-medical,venture,21-08-2009,6000003.0,Health
pivot3,Pivot3,Hardware + Software,operating,USA,01-01-2003,pivot3,venture,03-01-2007,7337500.0,Manufacturing
pivot3,Pivot3,Hardware + Software,operating,USA,01-01-2003,pivot3,venture,03-02-2005,9000000.0,Manufacturing
